Transaction_ID,City,Location,Transaction_Date,Transaction_Type,Property_Type,Price,Formatted Price
TXN03309,Guntur,Gorantla,2026-05-15,Resale,Commercial,12158000.0,"₹ 1,21,58,000 (1.22 Crore)"
TXN03310,Vijayawada,Gannavaram,2021-12-16,Resale,Commercial,22267000.0,"₹ 2,22,67,000 (2.23 Crore)"
TXN03311,Kadapa,Kamalapuram,2017-12-10,Resale,Commercial,9990000.0,"₹ 99,90,000 (99.90 Lakh)"
TXN03312,Visakhapatnam,MVP Colony,2017-10-19,Sale,Industrial,6576000.0,"₹ 65,76,000 (65.76 Lakh)"
TXN03313,Kakinada,Bhanugudi,2016-11-10,Resale,Residential,20697000.0,"₹ 2,06,97,000 (2.07 Crore)"
TXN03314,Vijayawada,Enikepadu,2020-05-22,Sale,Agricultural,7623000.0,"₹ 76,23,000 (76.23 Lakh)"
TXN03315,Guntur,Gorantla,2024-03-24,Lease,Commercial,13312000.0,"₹ 1,33,12,000 (1.33 Crore)"
TXN03316,Tirupati,Karakambadi,2024-04-10,Sale,Agricultural,10618000.0,"₹ 1,06,18,000 (1.06 Crore)"
TXN03317,Kakinada,Bhanugudi,2025-10-28,Sale,Residential,21103000.0,"₹ 2,11,03,000 (2.11 Crore)"
TXN03318,Kurnool,Joharapuram,2018-09-04,Sale,Agricultural,8421000.0,"₹ 84,21,000 (84.21 Lakh)"
TXN03319,Visakhapatnam,Kurmannapalem,2025-11-07,Sale,Agricultural,3391000.0,"₹ 33,91,000 (33.91 Lakh)"
TXN03320,Vijayawada,Enikepadu,2019-08-09,Sale,Agricultural,7638000.0,"₹ 76,38,000 (76.38 Lakh)"
TXN03321,Kakinada,Jagannaickpur,2015-04-08,Resale,Industrial,16570000.0,"₹ 1,65,70,000 (1.66 Crore)"
TXN03322,Tirupati,Alipiri,2017-06-04,Sale,Residential,25696000.0,"₹ 2,56,96,000 (2.57 Crore)"
TXN03323,Anantapur,Gooty Road,2022-01-26,Lease,Industrial,17182000.0,"₹ 1,71,82,000 (1.72 Crore)"
TXN03324,Guntur,Brodipet,2025-11-10,Resale,Industrial,9217000.0,"₹ 92,17,000 (92.17 Lakh)"
TXN03325,Nellore,Atmakur Bus Stand,2020-06-28,Sale,Residential,30863000.0,"₹ 3,08,63,000 (3.09 Crore)"
TXN03326,Vijayawada,Gannavaram,2024-02-28,Sale,Commercial,22321000.0,"₹ 2,23,21,000 (2.23 Crore)"
TXN03327,Kurnool,C-Camp,2024-05-25,Sale,Industrial,25977000.0,"₹ 2,59,77,000 (2.60 Crore)"
TXN03328,Kakinada,Bhanugudi,2020-06-16,Sale,Residential,21257000.0,"₹ 2,12,57,000 (2.13 Crore)"
TXN03329,Nellore,Magunta Layout,2017-05-14,Sale,Commercial,13249000.0,"₹ 1,32,49,000 (1.32 Crore)"
TXN03330,Tirupati,Alipiri,2025-09-22,Resale,Residential,25952000.0,"₹ 2,59,52,000 (2.60 Crore)"
TXN03331,Nellore,Magunta Layout,2021-02-11,Sale,Industrial,13293000.0,"₹ 1,32,93,000 (1.33 Crore)"
TXN03332,Guntur,Amaravathi Road,2021-09-26,Resale,Residential,12493000.0,"₹ 1,24,93,000 (1.25 Crore)"
TXN03333,Nellore,Magunta Layout,2025-04-23,Resale,Agricultural,7371000.0,"₹ 73,71,000 (73.71 Lakh)"
TXN03334,Tirupati,Alipiri,2019-07-24,Sale,Residential,26517000.0,"₹ 2,65,17,000 (2.65 Crore)"
TXN03335,Tirupati,Chandragiri,2023-02-18,Lease,Commercial,28832000.0,"₹ 2,88,32,000 (2.88 Crore)"
TXN03336,Visakhapatnam,MVP Colony,2018-09-17,Sale,Industrial,7287000.0,"₹ 72,87,000 (72.87 Lakh)"
TXN03337,Nellore,Magunta Layout,2025-06-14,Lease,Agricultural,7506000.0,"₹ 75,06,000 (75.06 Lakh)"
TXN03338,Tirupati,Alipiri,2023-09-25,Sale,Residential,26665000.0,"₹ 2,66,65,000 (2.67 Crore)"
TXN03339,Nellore,Magunta Layout,2026-08-06,Sale,Commercial,13545000.0,"₹ 1,35,45,000 (1.35 Crore)"
TXN03340,Rajahmundry,Diwancheruvu,2022-04-12,Resale,Industrial,23556000.0,"₹ 2,35,56,000 (2.36 Crore)"
TXN03341,Guntur,Brodipet,2015-09-08,Sale,Agricultural,4191000.0,"₹ 41,91,000 (41.91 Lakh)"
TXN03342,Nellore,Magunta Layout,2020-05-20,Lease,Agricultural,7767000.0,"₹ 77,67,000 (77.67 Lakh)"
TXN03343,Visakhapatnam,Kurmannapalem,2019-10-02,Resale,Agricultural,3426000.0,"₹ 34,26,000 (34.26 Lakh)"
TXN03344,Nellore,Magunta Layout,2023-06-25,Resale,Agricultural,7807000.0,"₹ 78,07,000 (78.07 Lakh)"
TXN03345,Kadapa,Kamalapuram,2020-11-20,Resale,Agricultural,5031000.0,"₹ 50,31,000 (50.31 Lakh)"
TXN03346,Nellore,Magunta Layout,2025-11-15,Sale,Industrial,13307000.0,"₹ 1,33,07,000 (1.33 Crore)"
TXN03347,Kakinada,Bhanugudi,2020-07-11,Sale,Residential,21559000.0,"₹ 2,15,59,000 (2.16 Crore)"
TXN03348,Visakhapatnam,Kurmannapalem,2018-02-13,Resale,Agricultural,3455000.0,"₹ 34,55,000 (34.55 Lakh)"
TXN03349,Rajahmundry,Bommuru,2019-09-16,Lease,Residential,33071000.0,"₹ 3,30,71,000 (3.31 Crore)"
TXN03350,Vijayawada,Benz Circle,2017-06-27,Resale,Residential,25401000.0,"₹ 2,54,01,000 (2.54 Crore)"
TXN03351,Kurnool,Abbas Nagar,2015-09-24,Lease,Residential,31374000.0,"₹ 3,13,74,000 (3.14 Crore)"
TXN03352,Tirupati,Chandragiri,2018-09-17,Resale,Commercial,29769000.0,"₹ 2,97,69,000 (2.98 Crore)"
TXN03353,Vijayawada,Enikepadu,2018-05-08,Lease,Agricultural,7787000.0,"₹ 77,87,000 (77.87 Lakh)"
TXN03354,Visakhapatnam,Anakapalle,2018-06-06,Lease,Residential,10873000.0,"₹ 1,08,73,000 (1.09 Crore)"
TXN03355,Guntur,Inner Ring Road,2019-02-15,Lease,Commercial,8447000.0,"₹ 84,47,000 (84.47 Lakh)"
TXN03356,Kakinada,Jagannaickpur,2023-10-16,Lease,Industrial,16900000.0,"₹ 1,69,00,000 (1.69 Crore)"
TXN03357,Visakhapatnam,Anakapalle,2017-08-25,Resale,Residential,10895000.0,"₹ 1,08,95,000 (1.09 Crore)"
TXN03358,Nellore,Atmakur Bus Stand,2017-04-10,Sale,Residential,30870000.0,"₹ 3,08,70,000 (3.09 Crore)"
TXN03359,Kurnool,Joharapuram,2016-11-12,Lease,Agricultural,8649000.0,"₹ 86,49,000 (86.49 Lakh)"
TXN03360,Kakinada,Jagannaickpur,2023-01-11,Sale,Industrial,17287000.0,"₹ 1,72,87,000 (1.73 Crore)"
TXN03361,Nellore,Magunta Layout,2016-03-07,Lease,Agricultural,7849000.0,"₹ 78,49,000 (78.49 Lakh)"
TXN03362,Vijayawada,Gannavaram,2015-10-18,Resale,Industrial,25444000.0,"₹ 2,54,44,000 (2.54 Crore)"
TXN03363,Visakhapatnam,Anakapalle,2024-06-27,Lease,Residential,10934000.0,"₹ 1,09,34,000 (1.09 Crore)"
TXN03364,Guntur,Brodipet,2019-12-18,Sale,Industrial,9591000.0,"₹ 95,91,000 (95.91 Lakh)"
TXN03365,Guntur,Brodipet,2022-04-15,Sale,Agricultural,4350000.0,"₹ 43,50,000 (43.50 Lakh)"
TXN03366,Guntur,Amaravathi Road,2023-01-23,Sale,Residential,12697000.0,"₹ 1,26,97,000 (1.27 Crore)"
TXN03367,Nellore,Atmakur Bus Stand,2018-11-19,Resale,Residential,31038000.0,"₹ 3,10,38,000 (3.10 Crore)"
TXN03368,Tirupati,Alipiri,2016-09-19,Lease,Residential,26927000.0,"₹ 2,69,27,000 (2.69 Crore)"
TXN03369,Kadapa,Kamalapuram,2024-03-10,Lease,Commercial,10114000.0,"₹ 1,01,14,000 (1.01 Crore)"
TXN03370,Anantapur,Gooty Road,2019-02-09,Sale,Commercial,22434000.0,"₹ 2,24,34,000 (2.24 Crore)"
TXN03371,Visakhapatnam,Anakapalle,2019-01-11,Sale,Residential,10988000.0,"₹ 1,09,88,000 (1.10 Crore)"
TXN03372,Visakhapatnam,MVP Colony,2015-05-10,Resale,Industrial,7291000.0,"₹ 72,91,000 (72.91 Lakh)"
TXN03373,Tirupati,Karakambadi,2019-01-26,Resale,Industrial,19808000.0,"₹ 1,98,08,000 (1.98 Crore)"
TXN03374,Anantapur,Gooty Road,2015-04-04,Resale,Industrial,17296000.0,"₹ 1,72,96,000 (1.73 Crore)"
TXN03375,Kurnool,C-Camp,2017-08-11,Lease,Industrial,26201000.0,"₹ 2,62,01,000 (2.62 Crore)"
TXN03376,Anantapur,Gooty Road,2015-04-07,Resale,Industrial,17434000.0,"₹ 1,74,34,000 (1.74 Crore)"
TXN03377,Guntur,Brodipet,2024-02-23,Sale,Agricultural,4398000.0,"₹ 43,98,000 (43.98 Lakh)"
TXN03378,Nellore,Magunta Layout,2019-02-01,Resale,Industrial,13339000.0,"₹ 1,33,39,000 (1.33 Crore)"
TXN03379,Tirupati,Chandragiri,2016-12-21,Lease,Commercial,31043000.0,"₹ 3,10,43,000 (3.10 Crore)"
TXN03380,Tirupati,Karakambadi,2015-02-01,Lease,Agricultural,10707000.0,"₹ 1,07,07,000 (1.07 Crore)"
TXN03381,Kakinada,Jagannaickpur,2020-04-13,Sale,Industrial,18394000.0,"₹ 1,83,94,000 (1.84 Crore)"
TXN03382,Nellore,Atmakur Bus Stand,2023-07-15,Lease,Residential,31078000.0,"₹ 3,10,78,000 (3.11 Crore)"
TXN03383,Guntur,Brodipet,2016-08-01,Lease,Agricultural,4433000.0,"₹ 44,33,000 (44.33 Lakh)"
TXN03384,Visakhapatnam,Anakapalle,2022-01-25,Sale,Residential,11096000.0,"₹ 1,10,96,000 (1.11 Crore)"
TXN03385,Anantapur,Gooty Road,2019-10-07,Sale,Commercial,23137000.0,"₹ 2,31,37,000 (2.31 Crore)"
TXN03386,Tirupati,Alipiri,2024-12-25,Resale,Residential,27251000.0,"₹ 2,72,51,000 (2.73 Crore)"
TXN03387,Tirupati,Karakambadi,2019-05-03,Resale,Industrial,19980000.0,"₹ 1,99,80,000 (2.00 Crore)"
TXN03388,Kurnool,Joharapuram,2018-11-22,Lease,Agricultural,8783000.0,"₹ 87,83,000 (87.83 Lakh)"
TXN03389,Guntur,Brodipet,2024-02-16,Lease,Agricultural,4439000.0,"₹ 44,39,000 (44.39 Lakh)"
TXN03390,Tirupati,Chandragiri,2015-05-20,Lease,Commercial,31889000.0,"₹ 3,18,89,000 (3.19 Crore)"
TXN03391,Kakinada,Indrapalem,2018-12-13,Lease,Commercial,21205000.0,"₹ 2,12,05,000 (2.12 Crore)"
TXN03392,Kadapa,Kamalapuram,2018-10-28,Resale,Agricultural,5208000.0,"₹ 52,08,000 (52.08 Lakh)"
TXN03393,Nellore,Magunta Layout,2018-12-26,Lease,Industrial,13483000.0,"₹ 1,34,83,000 (1.35 Crore)"
TXN03394,Kurnool,Joharapuram,2024-03-28,Resale,Agricultural,9021000.0,"₹ 90,21,000 (90.21 Lakh)"
TXN03395,Nellore,Mini Bypass,2018-05-19,Sale,Agricultural,4920000.0,"₹ 49,20,000 (49.20 Lakh)"
TXN03396,Kadapa,Kamalapuram,2020-06-18,Lease,Agricultural,5213000.0,"₹ 52,13,000 (52.13 Lakh)"
TXN03397,Kadapa,Kamalapuram,2016-12-04,Resale,Commercial,10474000.0,"₹ 1,04,74,000 (1.05 Crore)"
TXN03398,Vijayawada,Benz Circle,2024-04-12,Resale,Residential,25785000.0,"₹ 2,57,85,000 (2.58 Crore)"
TXN03399,Nellore,Mini Bypass,2024-08-01,Sale,Agricultural,5114000.0,"₹ 51,14,000 (51.14 Lakh)"
TXN03400,Guntur,Brodipet,2026-04-09,Lease,Industrial,9662000.0,"₹ 96,62,000 (96.62 Lakh)"
TXN03401,Vijayawada,Benz Circle,2017-06-11,Sale,Residential,25905000.0,"₹ 2,59,05,000 (2.59 Crore)"
TXN03402,Kakinada,Jagannaickpur,2015-01-02,Lease,Industrial,19269000.0,"₹ 1,92,69,000 (1.93 Crore)"
TXN03403,Kadapa,Akkayapalli,2021-02-28,Lease,Residential,15203000.0,"₹ 1,52,03,000 (1.52 Crore)"
TXN03404,Anantapur,Gooty Road,2023-02-05,Sale,Industrial,18435000.0,"₹ 1,84,35,000 (1.84 Crore)"
TXN03405,Visakhapatnam,Anakapalle,2019-11-13,Lease,Residential,11108000.0,"₹ 1,11,08,000 (1.11 Crore)"
TXN03406,Kakinada,Jagannaickpur,2018-02-02,Resale,Agricultural,7064000.0,"₹ 70,64,000 (70.64 Lakh)"
TXN03407,Guntur,Amaravathi Road,2018-11-14,Resale,Residential,12729000.0,"₹ 1,27,29,000 (1.27 Crore)"
TXN03408,Kurnool,Abbas Nagar,2023-09-05,Sale,Residential,31562000.0,"₹ 3,15,62,000 (3.16 Crore)"
TXN03409,Tirupati,Chandragiri,2019-02-16,Resale,Commercial,32049000.0,"₹ 3,20,49,000 (3.20 Crore)"
TXN03410,Kadapa,Akkayapalli,2016-12-21,Resale,Residential,15312000.0,"₹ 1,53,12,000 (1.53 Crore)"
TXN03411,Kakinada,Jagannaickpur,2024-02-14,Resale,Agricultural,7070000.0,"₹ 70,70,000 (70.70 Lakh)"
TXN03412,Nellore,Atmakur Bus Stand,2024-11-03,Lease,Residential,31286000.0,"₹ 3,12,86,000 (3.13 Crore)"
TXN03413,Kakinada,Indrapalem,2025-07-26,Resale,Commercial,21258000.0,"₹ 2,12,58,000 (2.13 Crore)"
TXN03414,Kadapa,Kamalapuram,2024-10-19,Resale,Agricultural,5478000.0,"₹ 54,78,000 (54.78 Lakh)"
TXN03415,Vijayawada,Gannavaram,2019-05-10,Lease,Industrial,25978000.0,"₹ 2,59,78,000 (2.60 Crore)"
TXN03416,Rajahmundry,Hukumpeta,2021-09-04,Sale,Commercial,30654000.0,"₹ 3,06,54,000 (3.07 Crore)"
TXN03417,Kadapa,Kamalapuram,2015-10-23,Lease,Commercial,11222000.0,"₹ 1,12,22,000 (1.12 Crore)"
TXN03418,Tirupati,Karakambadi,2026-06-20,Lease,Agricultural,10960000.0,"₹ 1,09,60,000 (1.10 Crore)"
TXN03419,Tirupati,Chandragiri,2024-01-06,Resale,Commercial,33377000.0,"₹ 3,33,77,000 (3.34 Crore)"
TXN03420,Kakinada,Indrapalem,2021-04-15,Sale,Commercial,21428000.0,"₹ 2,14,28,000 (2.14 Crore)"
TXN03421,Kadapa,Kamalapuram,2018-03-07,Resale,Commercial,11389000.0,"₹ 1,13,89,000 (1.14 Crore)"
TXN03422,Rajahmundry,Bommuru,2020-11-20,Lease,Residential,33109000.0,"₹ 3,31,09,000 (3.31 Crore)"
TXN03423,Kakinada,Jagannaickpur,2024-04-20,Resale,Agricultural,7102000.0,"₹ 71,02,000 (71.02 Lakh)"
TXN03424,Anantapur,Gooty Road,2017-05-24,Resale,Industrial,19129000.0,"₹ 1,91,29,000 (1.91 Crore)"
TXN03425,Guntur,Amaravathi Road,2021-08-01,Sale,Residential,12815000.0,"₹ 1,28,15,000 (1.28 Crore)"
TXN03426,Rajahmundry,Hukumpeta,2021-02-04,Sale,Commercial,31789000.0,"₹ 3,17,89,000 (3.18 Crore)"
TXN03427,Kurnool,C-Camp,2015-09-02,Resale,Industrial,26588000.0,"₹ 2,65,88,000 (2.66 Crore)"
TXN03428,Nellore,Atmakur Bus Stand,2019-11-18,Sale,Residential,31930000.0,"₹ 3,19,30,000 (3.19 Crore)"
TXN03429,Rajahmundry,Hukumpeta,2022-11-23,Lease,Commercial,33343000.0,"₹ 3,33,43,000 (3.33 Crore)"
TXN03430,Rajahmundry,Bommuru,2026-07-12,Resale,Residential,33397000.0,"₹ 3,33,97,000 (3.34 Crore)"
TXN03431,Rajahmundry,Hukumpeta,2015-02-20,Resale,Commercial,33386000.0,"₹ 3,33,86,000 (3.34 Crore)"
TXN03432,Tirupati,Karakambadi,2025-02-14,Lease,Industrial,20544000.0,"₹ 2,05,44,000 (2.05 Crore)"
TXN03433,Vijayawada,Enikepadu,2016-03-20,Lease,Agricultural,8033000.0,"₹ 80,33,000 (80.33 Lakh)"
TXN03434,Kurnool,C-Camp,2015-06-03,Sale,Industrial,26609000.0,"₹ 2,66,09,000 (2.66 Crore)"
TXN03435,Rajahmundry,Diwancheruvu,2021-03-07,Lease,Industrial,24097000.0,"₹ 2,40,97,000 (2.41 Crore)"
TXN03436,Tirupati,Chandragiri,2017-04-11,Sale,Commercial,34451000.0,"₹ 3,44,51,000 (3.45 Crore)"
TXN03437,Vijayawada,Gannavaram,2019-11-05,Lease,Commercial,22455000.0,"₹ 2,24,55,000 (2.25 Crore)"
TXN03438,Guntur,Brodipet,2021-10-05,Lease,Agricultural,4635000.0,"₹ 46,35,000 (46.35 Lakh)"
TXN03439,Tirupati,Alipiri,2016-07-27,Resale,Residential,27626000.0,"₹ 2,76,26,000 (2.76 Crore)"
TXN03440,Kakinada,Jagannaickpur,2015-05-12,Resale,Agricultural,7186000.0,"₹ 71,86,000 (71.86 Lakh)"
TXN03441,Guntur,Amaravathi Road,2019-10-15,Sale,Residential,12825000.0,"₹ 1,28,25,000 (1.28 Crore)"
TXN03442,Tirupati,Karakambadi,2015-02-11,Lease,Industrial,20652000.0,"₹ 2,06,52,000 (2.07 Crore)"
TXN03443,Kadapa,Kamalapuram,2026-03-17,Sale,Agricultural,5589000.0,"₹ 55,89,000 (55.89 Lakh)"
TXN03444,Kakinada,Jagannaickpur,2020-01-21,Lease,Industrial,19810000.0,"₹ 1,98,10,000 (1.98 Crore)"
TXN03445,Nellore,Mini Bypass,2018-02-11,Sale,Agricultural,5190000.0,"₹ 51,90,000 (51.90 Lakh)"
TXN03446,Kurnool,C-Camp,2025-09-02,Resale,Commercial,26064000.0,"₹ 2,60,64,000 (2.61 Crore)"
TXN03447,Rajahmundry,Hukumpeta,2019-04-12,Resale,Commercial,33557000.0,"₹ 3,35,57,000 (3.36 Crore)"
TXN03448,Tirupati,Karakambadi,2025-04-20,Resale,Agricultural,11071000.0,"₹ 1,10,71,000 (1.11 Crore)"
TXN03449,Tirupati,Alipiri,2020-06-17,Lease,Residential,27776000.0,"₹ 2,77,76,000 (2.78 Crore)"
TXN03450,Nellore,Mini Bypass,2023-03-13,Sale,Agricultural,5299000.0,"₹ 52,99,000 (52.99 Lakh)"
TXN03451,Visakhapatnam,Kurmannapalem,2018-01-09,Resale,Agricultural,3568000.0,"₹ 35,68,000 (35.68 Lakh)"
TXN03452,Rajahmundry,Bommuru,2016-05-27,Sale,Residential,33600000.0,"₹ 3,36,00,000 (3.36 Crore)"
TXN03453,Vijayawada,Gannavaram,2019-11-24,Resale,Commercial,23015000.0,"₹ 2,30,15,000 (2.30 Crore)"
TXN03454,Kakinada,Bhanugudi,2021-08-11,Resale,Residential,21605000.0,"₹ 2,16,05,000 (2.16 Crore)"
TXN03455,Anantapur,Anantapur City,2022-10-26,Lease,Residential,21393000.0,"₹ 2,13,93,000 (2.14 Crore)"
TXN03456,Visakhapatnam,MVP Colony,2022-05-11,Lease,Industrial,7629000.0,"₹ 76,29,000 (76.29 Lakh)"
TXN03457,Kadapa,Kamalapuram,2020-09-19,Resale,Agricultural,6212000.0,"₹ 62,12,000 (62.12 Lakh)"
TXN03458,Tirupati,Karakambadi,2018-04-13,Lease,Industrial,20754000.0,"₹ 2,07,54,000 (2.08 Crore)"
TXN03459,Rajahmundry,Innespeta,2019-08-14,Lease,Agricultural,8090000.0,"₹ 80,90,000 (80.90 Lakh)"
TXN03460,Kadapa,Kamalapuram,2021-02-24,Sale,Commercial,11610000.0,"₹ 1,16,10,000 (1.16 Crore)"
TXN03461,Visakhapatnam,Kurmannapalem,2020-12-13,Sale,Agricultural,3643000.0,"₹ 36,43,000 (36.43 Lakh)"
TXN03462,Visakhapatnam,Kurmannapalem,2026-11-18,Lease,Agricultural,3662000.0,"₹ 36,62,000 (36.62 Lakh)"
TXN03463,Rajahmundry,Bommuru,2021-12-08,Sale,Residential,34121000.0,"₹ 3,41,21,000 (3.41 Crore)"
TXN03464,Kakinada,Bhanugudi,2019-10-19,Lease,Residential,21652000.0,"₹ 2,16,52,000 (2.17 Crore)"
TXN03465,Guntur,Brodipet,2019-05-09,Sale,Industrial,9778000.0,"₹ 97,78,000 (97.78 Lakh)"
TXN03466,Tirupati,Karakambadi,2021-11-25,Resale,Agricultural,12140000.0,"₹ 1,21,40,000 (1.21 Crore)"
TXN03467,Guntur,Brodipet,2026-07-01,Lease,Industrial,9857000.0,"₹ 98,57,000 (98.57 Lakh)"
TXN03468,Guntur,Gorantla,2025-11-23,Lease,Industrial,6706000.0,"₹ 67,06,000 (67.06 Lakh)"
TXN03469,Tirupati,Karakambadi,2023-04-22,Resale,Agricultural,12353000.0,"₹ 1,23,53,000 (1.24 Crore)"
TXN03470,Kurnool,Abbas Nagar,2018-05-22,Sale,Residential,31954000.0,"₹ 3,19,54,000 (3.20 Crore)"
TXN03471,Anantapur,Anantapur City,2025-08-15,Resale,Residential,21461000.0,"₹ 2,14,61,000 (2.15 Crore)"
TXN03472,Kadapa,Kadapa City,2022-09-18,Sale,Industrial,10196000.0,"₹ 1,01,96,000 (1.02 Crore)"
TXN03473,Nellore,Magunta Layout,2026-09-11,Resale,Commercial,14542000.0,"₹ 1,45,42,000 (1.45 Crore)"
TXN03474,Tirupati,Chandragiri,2020-03-18,Resale,Commercial,34628000.0,"₹ 3,46,28,000 (3.46 Crore)"
TXN03475,Tirupati,Karakambadi,2021-06-07,Sale,Commercial,19424000.0,"₹ 1,94,24,000 (1.94 Crore)"
TXN03476,Anantapur,Gooty Road,2022-03-09,Lease,Industrial,20328000.0,"₹ 2,03,28,000 (2.03 Crore)"
TXN03477,Tirupati,Karakambadi,2022-02-10,Resale,Commercial,19506000.0,"₹ 1,95,06,000 (1.95 Crore)"
TXN03478,Kakinada,Bhanugudi,2020-06-23,Resale,Residential,21710000.0,"₹ 2,17,10,000 (2.17 Crore)"
TXN03479,Tirupati,Alipiri,2019-02-07,Resale,Residential,27871000.0,"₹ 2,78,71,000 (2.79 Crore)"
TXN03480,Guntur,Gorantla,2017-02-18,Lease,Industrial,6780000.0,"₹ 67,80,000 (67.80 Lakh)"
TXN03481,Visakhapatnam,Anakapalle,2015-07-11,Sale,Residential,11110000.0,"₹ 1,11,10,000 (1.11 Crore)"
TXN03482,Anantapur,Anantapur City,2023-11-08,Lease,Residential,22731000.0,"₹ 2,27,31,000 (2.27 Crore)"
TXN03483,Tirupati,Karakambadi,2026-06-08,Lease,Agricultural,12936000.0,"₹ 1,29,36,000 (1.29 Crore)"
TXN03484,Tirupati,Karakambadi,2020-01-05,Resale,Industrial,21000000.0,"₹ 2,10,00,000 (2.10 Crore)"
TXN03485,Visakhapatnam,Kurmannapalem,2023-10-26,Lease,Agricultural,3696000.0,"₹ 36,96,000 (36.96 Lakh)"
TXN03486,Guntur,Inner Ring Road,2018-10-24,Lease,Commercial,8762000.0,"₹ 87,62,000 (87.62 Lakh)"
TXN03487,Tirupati,Karakambadi,2026-12-27,Sale,Agricultural,13202000.0,"₹ 1,32,02,000 (1.32 Crore)"
TXN03488,Nellore,Mini Bypass,2017-11-06,Sale,Agricultural,5555000.0,"₹ 55,55,000 (55.55 Lakh)"
TXN03489,Tirupati,Korlagunta,2021-02-15,Lease,Agricultural,7349000.0,"₹ 73,49,000 (73.49 Lakh)"
TXN03490,Tirupati,Korlagunta,2025-02-06,Sale,Agricultural,7392000.0,"₹ 73,92,000 (73.92 Lakh)"
TXN03491,Tirupati,Karakambadi,2022-07-20,Resale,Commercial,20844000.0,"₹ 2,08,44,000 (2.08 Crore)"
TXN03492,Vijayawada,Enikepadu,2025-04-22,Sale,Agricultural,8297000.0,"₹ 82,97,000 (82.97 Lakh)"
TXN03493,Visakhapatnam,Anakapalle,2025-10-05,Sale,Residential,11265000.0,"₹ 1,12,65,000 (1.13 Crore)"
TXN03494,Tirupati,Karakambadi,2017-07-02,Sale,Commercial,22335000.0,"₹ 2,23,35,000 (2.23 Crore)"
TXN03495,Rajahmundry,Hukumpeta,2026-05-06,Resale,Commercial,33579000.0,"₹ 3,35,79,000 (3.36 Crore)"
TXN03496,Tirupati,Karakambadi,2023-08-26,Sale,Industrial,21037000.0,"₹ 2,10,37,000 (2.10 Crore)"
TXN03497,Rajahmundry,Bommuru,2026-11-17,Lease,Residential,34136000.0,"₹ 3,41,36,000 (3.41 Crore)"
TXN03498,Tirupati,Karakambadi,2019-05-14,Lease,Commercial,22793000.0,"₹ 2,27,93,000 (2.28 Crore)"
TXN03499,Nellore,Magunta Layout,2021-01-28,Lease,Industrial,13520000.0,"₹ 1,35,20,000 (1.35 Crore)"
TXN03500,Nellore,Mini Bypass,2025-05-27,Resale,Agricultural,5640000.0,"₹ 56,40,000 (56.40 Lakh)"
TXN03501,Vijayawada,Enikepadu,2026-05-16,Resale,Agricultural,8487000.0,"₹ 84,87,000 (84.87 Lakh)"
TXN03502,Rajahmundry,Hukumpeta,2026-12-20,Resale,Industrial,17692000.0,"₹ 1,76,92,000 (1.77 Crore)"
TXN03503,Nellore,Mini Bypass,2016-03-20,Lease,Agricultural,5643000.0,"₹ 56,43,000 (56.43 Lakh)"
TXN03504,Rajahmundry,Innespeta,2021-09-02,Lease,Agricultural,8120000.0,"₹ 81,20,000 (81.20 Lakh)"
TXN03505,Vijayawada,Gannavaram,2026-11-25,Resale,Commercial,23228000.0,"₹ 2,32,28,000 (2.32 Crore)"
TXN03506,Guntur,Brodipet,2022-02-21,Lease,Agricultural,4660000.0,"₹ 46,60,000 (46.60 Lakh)"
TXN03507,Nellore,Magunta Layout,2023-09-01,Sale,Industrial,13578000.0,"₹ 1,35,78,000 (1.36 Crore)"
TXN03508,Kadapa,Mariyapuram,2020-11-03,Sale,Agricultural,2814000.0,"₹ 28,14,000 (28.14 Lakh)"
TXN03509,Anantapur,Gooty Road,2023-11-12,Sale,Commercial,24097000.0,"₹ 2,40,97,000 (2.41 Crore)"
TXN03510,Kurnool,Abbas Nagar,2024-02-20,Lease,Residential,32433000.0,"₹ 3,24,33,000 (3.24 Crore)"
TXN03511,Guntur,Amaravathi Road,2022-01-23,Lease,Residential,12987000.0,"₹ 1,29,87,000 (1.30 Crore)"
TXN03512,Nellore,Atmakur Bus Stand,2022-11-04,Lease,Residential,31983000.0,"₹ 3,19,83,000 (3.20 Crore)"
TXN03513,Tirupati,Karakambadi,2021-09-19,Resale,Industrial,21267000.0,"₹ 2,12,67,000 (2.13 Crore)"
TXN03514,Anantapur,Gooty Road,2019-07-03,Lease,Agricultural,10054000.0,"₹ 1,00,54,000 (1.01 Crore)"
TXN03515,Tirupati,Alipiri,2015-01-22,Resale,Residential,27960000.0,"₹ 2,79,60,000 (2.80 Crore)"
TXN03516,Tirupati,Korlagunta,2015-06-02,Sale,Agricultural,7862000.0,"₹ 78,62,000 (78.62 Lakh)"
TXN03517,Kurnool,Joharapuram,2026-11-20,Sale,Agricultural,9233000.0,"₹ 92,33,000 (92.33 Lakh)"
TXN03518,Tirupati,Alipiri,2024-10-16,Resale,Residential,28971000.0,"₹ 2,89,71,000 (2.90 Crore)"
TXN03519,Anantapur,Gooty Road,2026-08-24,Resale,Commercial,24714000.0,"₹ 2,47,14,000 (2.47 Crore)"
TXN03520,Guntur,Gorantla,2025-10-25,Lease,Industrial,6834000.0,"₹ 68,34,000 (68.34 Lakh)"
TXN03521,Guntur,Amaravathi Road,2016-06-25,Lease,Residential,13058000.0,"₹ 1,30,58,000 (1.31 Crore)"
